Name,Confidence,Total Faces,Detected Faces,Recognized Faces,Recognition Rate (%),Average Recognition Score
r_b2_1,0.7716079950332642,,,,,
r_b3_1,0.8079743981361389,,,,,
r_5_4,0.6178310513496399,,,,,
r_b4_5,0.639916181564331,,,,,
r_b4_4,0.7983786463737488,,,,,
r_b3_3,0.6670660972595215,,,,,
r_5_3,0.45913103222846985,,,,,
r_b4_6,0.7445711493492126,,,,,
r_b1_1,0.6944945454597473,,,,,
r_5_7,0.6135600805282593,,,,,
r_b4_1,0.6695176362991333,,,,,
r_5_1,0.386391282081604,,,,,
r_6_1,0.5081120729446411,,,,,
r_b3_2,0.468960165977478,,,,,
r_8_1,0.5579391717910767,,,,,
l_10_2,0.35363954305648804,,,,,
r_b3_4,0.44809988141059875,,,,,
r_8_7,0.5770136117935181,,,,,
r_8_3,0.5134155750274658,,,,,
r_9_4,0.5143262147903442,,,,,
r_7_7,0.37455835938453674,,,,,
r_8_7,0.3259800374507904,,,,,
Unknown,0.0,,,,,
l_3_1,0.4012945890426636,,,,,
r_8_6,0.5434659719467163,,,,,
Unknown,0.0,,,,,
r_11_3,0.31161901354789734,,,,,
r_6_6,0.48011907935142517,,,,,
r_9_1,0.364114373922348,,,,,
l_4_2,0.32179132103919983,,,,,
l_6_7,0.38764306902885437,,,,,
r_5_1,0.5122613310813904,,,,,
r_6_2,0.31543925404548645,,,,,
l_7_1,0.36440005898475647,,,,,
Unknown,0.0,,,,,
Unknown,0.0,,,,,
l_6_7,0.3594607710838318,,,,,
r_b4_4,0.3481241762638092,,,,,
r_7_1,0.3158741593360901,,,,,
Unknown,0.0,,,,,
l_4_2,0.3968539834022522,,,,,
r_8_8,0.33618730306625366,,,,,
r_8_8,0.5031062960624695,,,,,
r_8_8,0.45539045333862305,,,,,
l_7_1,0.3232990801334381,,,,,
r_8_8,0.3675481379032135,,,,,
Unknown,0.0,,,,,
Unknown,0.0,,,,,
r_5_1,0.3775957226753235,,,,,
Unknown,0.0,,,,,
Unknown,0.0,,,,,
r_5_1,0.4671121835708618,,,,,
Summary,,52.0,52.0,43.0,82.6923076923077,0.48291128042132353
